continuous,discrete
-1.76132040782515,group_a
-1.3505166483338,group_b
2.8309538065031,group_a
4.10506016042328,group_b
1.50945436032758,group_a
0.572515589522048,group_b
-2.15732944387364,group_a
-0.39043510136761,group_b
-1.32817893498044,group_a
1.74406639745972,group_b
6.37133767033141,group_a
2.15897300005255,group_b
-3.86555904875915,group_a
-1.46470620393237,group_b
-1.14809728835417,group_a
-1.19982095618677,group_b
-0.0998643818228584,group_a
3.43414529865618,group_b
0.608122617540003,group_a
2.32314467212976,group_b
0.107453009518561,group_a
-0.210790604977216,group_b
0.0259946612558236,group_a
-2.08432645919854,group_b
-1.46670875310936,group_a
1.62206973889628,group_b
2.48859728062206,group_a
-1.84852683515824,group_b
0.233917096245046,group_a
1.08533938839944,group_b
3.74374694424468,group_a
-2.01697158092645,group_b
-0.00289212370067522,group_a
-2.08891353730165,group_b
1.13517437529493,group_a
-2.45233963328941,group_b
0.892569308829739,group_a
2.02096430302176,group_b
-0.278549831842777,group_a
0.4279609094666,group_b
-0.141930322818478,group_a
0.252677723883205,group_b
0.186924480548943,group_a
4.90052922104925,group_b
1.99868985136863,group_a
-0.817277628454567,group_b
2.0102624199709,group_a
-3.13219224322667,group_b
4.11104947465052,group_a
4.67516376153364,group_b
