continuous,discrete
-1.15939817914702,group_a
3.17708130150829,group_b
-2.09590953662059,group_a
4.06216239981253,group_b
-1.18550310110298,group_a
4.42332809556596,group_b
-0.011251489866682,group_a
3.15123409424222,group_b
1.90940659515668,group_a
0.0399820367181895,group_b
-1.39616178458543,group_a
3.9299699159866,group_b
1.23388516964183,group_a
-0.0427789303673671,group_b
-4.07289984158951,group_a
-1.53904184183674,group_b
-3.97529519509087,group_a
0.689298270031132,group_b
1.75832760550982,group_a
-3.68857982080667,group_b
1.83213370443634,group_a
1.38287619301079,group_b
2.15344878966579,group_a
-2.85711657913231,group_b
0.879720691069352,group_a
2.07243057228469,group_b
0.651247381695354,group_a
0.246221724795795,group_b
3.11291154612216,group_a
0.835439224038647,group_b
2.34248137736568,group_a
2.81393371447964,group_b
-1.21340643977478,group_a
-0.327252164185423,group_b
1.64717255048473,group_a
4.87475260207714,group_b
-0.818326496736358,group_a
1.8201646695412,group_b
3.22819231669618,group_a
-0.164659931525534,group_b
0.832755739169801,group_a
2.66465856516599,group_b
-0.541059495947787,group_a
-2.84088666872684,group_b
-0.207050787331003,group_a
2.25746512714552,group_b
1.02697359534105,group_a
-2.49362897103629,group_b
0.116686288090228,group_a
1.29534865567128,group_b
