continuous,discrete
1.28977869216828,group_a
0.508128529082864,group_b
-1.23315812564644,group_a
4.22705157744175,group_b
-1.552493810204,group_a
2.63693264237132,group_b
-1.45765296711067,group_a
-1.2424253159027,group_b
0.880691167237365,group_a
0.134059467278826,group_b
5.6874623599912,group_a
-0.736125780776183,group_b
1.72839975807796,group_a
-1.06847701524273,group_b
2.52124620419893,group_a
-4.27408499940084,group_b
-1.07347453384435,group_a
1.00827229438734,group_b
2.86262256050917,group_a
-0.555339090531902,group_b
3.129575908324,group_a
-1.6762435519766,group_b
0.740085577436688,group_a
-0.908317127741869,group_b
-2.3717589454298,group_a
0.485339521632698,group_b
2.34105727741321,group_a
0.196300860940085,group_b
-0.136871413914574,group_a
-2.76559171045671,group_b
1.38842974823508,group_a
-0.952224768593936,group_b
1.93211356210464,group_a
3.9219908777488,group_b
-0.0561728032433071,group_a
0.247998239206604,group_b
2.65104002326707,group_a
1.45357547422599,group_b
-0.734646991004377,group_a
4.52235111719812,group_b
-4.57714320115022,group_a
2.00130563433163,group_b
-3.00990034578065,group_a
0.447353135340419,group_b
-0.935028352041493,group_a
-0.370946943775885,group_b
-2.59681881717243,group_a
-0.328088611519548,group_b
3.63652019752522,group_a
3.29767905260785,group_b
