continuous,discrete
5.98391004957606,group_a
1.92638393951872,group_b
2.12411540594336,group_a
3.85045220268338,group_b
0.644474027377072,group_a
3.76516758358775,group_b
1.26927025218186,group_a
1.15135390678052,group_b
0.927902401937716,group_a
2.80079486875028,group_b
-4.13123314968382,group_a
1.11637277704297,group_b
2.05671390203299,group_a
3.62748344898527,group_b
-1.91570258479672,group_a
2.29677080923997,group_b
0.461787822718542,group_a
0.250815608305821,group_b
2.42170792331117,group_a
3.20909652172705,group_b
4.46259106050292,group_a
0.533541933962704,group_b
-0.0809117122545084,group_a
2.56051667485883,group_b
2.07857248034413,group_a
-4.15201780192559,group_b
-0.394785105250517,group_a
0.927552852060986,group_b
2.71972079420912,group_a
-0.860616375819825,group_b
0.061030805826604,group_a
2.37718122093114,group_b
-1.61847504022246,group_a
4.58851064518976,group_b
0.253588136433649,group_a
3.51022459798932,group_b
1.34889304974571,group_a
0.152064895199983,group_b
0.67518206617437,group_a
3.8349498249598,group_b
2.72568926706546,group_a
-0.18557970112489,group_b
-1.88125067209659,group_a
-2.30535232338013,group_b
-0.691203394054563,group_a
-3.35938546877967,group_b
0.96509215898022,group_a
2.41721986564766,group_b
-1.81548547624786,group_a
-0.539099944681736,group_b
